# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 21K of event 'cycles'
# Event count (approx.): 9508675690
#
# Overhead  Command    Shared Object     Symbol                                        
# ........  .........  ................  ..............................................
#
    0.00 :   ffffffff81227486:       leaq    -0x40(%rbp), %rbx
    0.00 :   ffffffff8122748a:       leaq    -0x30(%rbp), %r8
    0.00 :   ffffffff8122748e:       movq    %r12, -0x48(%rbp)
    0.00 :   ffffffff81227492:       leaq    0x300(%rax), %rcx
    0.00 :   ffffffff81227499:       movq    %rcx, %r12
    0.00 :   ffffffff8122749c:       movslq  (%rbx), %rsi
    0.00 :   ffffffff8122749f:       testl   %esi, %esi
    0.00 :   ffffffff812274a1:       jne     0xffffffff81227785 <unmap_page_range+0x885>
    0.00 :   ffffffff812274a7:       addq    $0x4, %rbx
    0.00 :   ffffffff812274ab:       addq    $0x28, %r12
    0.00 :   ffffffff812274af:       cmpq    %rbx, %r8
    0.00 :   ffffffff812274b2:       jne     0xffffffff8122749c <unmap_page_range+0x59c>
    0.00 :   ffffffff812274b4:       movl    -0x74(%rbp), %eax
    0.00 :   ffffffff812274b7:       movq    -0x48(%rbp), %r12
    0.00 :   ffffffff812274bb:       testl   %eax, %eax
    0.00 :   ffffffff812274bd:       jne     0xffffffff812279b7 <unmap_page_range+0xab7>
    0.00 :   ffffffff812274c3:       movq    -0x88(%rbp), %rdi
    0.00 :   ffffffff812274ca:       callq   0xffffffff81b773a0 <_raw_spin_unlock>
    0.00 :   ffffffff812274cf:       cmpq    %r14, -0x68(%rbp)
    0.00 :   ffffffff812274d3:       je      0xffffffff81227a79 <unmap_page_range+0xb79>
    0.00 :   ffffffff812274d9:       callq   0xffffffff81b789b0 <__SCT__cond_resched>
    0.00 :   ffffffff812274de:       nop
    0.00 :   ffffffff812274e0:       jmp     0xffffffff8122729e <unmap_page_range+0x39e>
    0.00 :   ffffffff812274e5:       cmpq    $0x1c, %rbx
    0.00 :   ffffffff812274e9:       je      0xffffffff8122782c <unmap_page_range+0x92c>
    0.00 :   ffffffff812274ef:       cmpq    $0x1d, %rbx
    0.00 :   ffffffff812274f3:       je      0xffffffff8122782c <unmap_page_range+0x92c>
    0.00 :   ffffffff812274f9:       cmpq    $0x1e, %rbx
    0.00 :   ffffffff812274fd:       je      0xffffffff8122782c <unmap_page_range+0x92c>
    0.00 :   ffffffff81227503:       testb   $0x1, %r14b
    0.00 :   ffffffff81227507:       leaq    0x1000(%r8), %rax
    0.00 :   ffffffff8122750e:       je      0xffffffff81227969 <unmap_page_range+0xa69>
    0.00 :   ffffffff81227514:       movq    -0x48(%rbp), %rdi
    0.00 :   ffffffff81227518:       cmpq    $0x0, 0x58(%rdi)
    0.00 :   ffffffff8122751d:       je      0xffffffff8122740b <unmap_page_range+0x50b>
    0.00 :   ffffffff81227523:       testq   %r9, %r9
    0.00 :   ffffffff81227526:       je      0xffffffff81227447 <unmap_page_range+0x547>
    0.00 :   ffffffff8122752c:       testb   $0x1, 0xc(%r9)
    0.00 :   ffffffff81227531:       je      0xffffffff81227447 <unmap_page_range+0x547>
    0.00 :   ffffffff81227537:       movq    $0x0, (%r15)
    0.00 :   ffffffff8122753e:       movq    -0x48(%rbp), %rdi
    0.00 :   ffffffff81227542:       cmpq    $0x0, 0x58(%rdi)
    0.00 :   ffffffff81227547:       jne     0xffffffff81227422 <unmap_page_range+0x522>
    0.00 :   ffffffff8122754d:       jmp     0xffffffff81227447 <unmap_page_range+0x547>
    0.00 :   ffffffff81227552:       movq    -0x48(%rbp), %rdi
    0.00 :   ffffffff81227556:       movq    %rbx, %rdx
    0.00 :   ffffffff81227559:       movq    %r8, %rsi
    0.00 :   ffffffff8122755c:       movq    %r9, -0x60(%rbp)
    0.00 :   ffffffff81227560:       movq    %r8, -0x58(%rbp)
    0.00 :   ffffffff81227564:       callq   0xffffffff81226bb0 <vm_normal_page>
    0.00 :   ffffffff81227569:       movq    -0x60(%rbp), %r9
    0.00 :   ffffffff8122756d:       movq    -0x58(%rbp), %r8
    0.00 :   ffffffff81227571:       movq    %rax, %rbx
    0.00 :   ffffffff81227574:       testq   %r9, %r9
    0.00 :   ffffffff81227577:       je      0xffffffff812275a3 <unmap_page_range+0x6a3>
    0.00 :   ffffffff81227579:       testq   %rax, %rax
    0.00 :   ffffffff8122757c:       je      0xffffffff812275a3 <unmap_page_range+0x6a3>
    0.00 :   ffffffff8122757e:       cmpb    $0x0, 0x8(%r9)
    0.00 :   ffffffff81227583:       jne     0xffffffff812275a3 <unmap_page_range+0x6a3>
    0.00 :   ffffffff81227585:       movq    0x8(%rax), %rax
    0.00 :   ffffffff81227589:       testb   $0x1, %al
    0.00 :   ffffffff8122758b:       jne     0xffffffff81227d33 <unmap_page_range+0xe33>
    0.00 :   ffffffff81227591:       nopl    (%rax,%rax)
    0.00 :   ffffffff81227596:       movq    %rbx, %rax
    0.00 :   ffffffff81227599:       testb   $0x1, 0x18(%rax)
    0.00 :   ffffffff8122759d:       jne     0xffffffff81227464 <unmap_page_range+0x564>
    0.00 :   ffffffff812275a3:       testb   $0x1, 0x18(%r13)
    0.00 :   ffffffff812275a8:       je      0xffffffff8122779c <unmap_page_range+0x89c>
    0.00 :   ffffffff812275ae:       movq    (%r15), %r12
    0.00 :   ffffffff812275b1:       movq    $0x0, (%r15)
    0.00 :   ffffffff812275b8:       movq    0x8(%r13), %rax
    0.00 :   ffffffff812275bc:       leaq    0x1000(%r8), %r14
    0.00 :   ffffffff812275c3:       cmpq    %r8, %rax
    0.00 :   ffffffff812275c6:       cmovaq  %r8, %rax
    0.00 :   ffffffff812275ca:       movq    %rax, 0x8(%r13)
    0.00 :   ffffffff812275ce:       movq    0x10(%r13), %rax
    0.00 :   ffffffff812275d2:       cmpq    %r14, %rax
    0.00 :   ffffffff812275d5:       cmovbq  %r14, %rax
    0.00 :   ffffffff812275d9:       orb     $0x10, 0x18(%r13)
    0.00 :   ffffffff812275de:       movq    %rax, 0x10(%r13)
    0.00 :   ffffffff812275e2:       movq    -0x48(%rbp), %rax
    0.00 :   ffffffff812275e6:       cmpq    $0x0, 0x58(%rax)
    0.00 :   ffffffff812275eb:       je      0xffffffff81227679 <unmap_page_range+0x779>
    0.00 :   ffffffff812275f1:       testq   %r9, %r9
    0.00 :   ffffffff812275f4:       je      0xffffffff812275fd <unmap_page_range+0x6fd>
    0.00 :   ffffffff812275f6:       testb   $0x1, 0xc(%r9)
    0.00 :   ffffffff812275fb:       jne     0xffffffff81227679 <unmap_page_range+0x779>
    0.00 :   ffffffff812275fd:       testq   $-0x61, (%r15)
    0.00 :   ffffffff81227604:       jne     0xffffffff81227ca7 <unmap_page_range+0xda7>
    0.00 :   ffffffff8122760a:       movq    -0x48(%rbp), %rax
    0.00 :   ffffffff8122760e:       testb   $0x10, 0x11(%rax)
    0.00 :   ffffffff81227612:       je      0xffffffff81227679 <unmap_page_range+0x779>
    0.00 :   ffffffff81227614:       movabsq $-0xffffffffff001, %rax # imm = 0xFFF0000000000FFF
    0.00 :   ffffffff8122761e:       andq    %r12, %rax
    0.00 :   ffffffff81227621:       testl   $0x101, %eax    # imm = 0x101
    0.00 :   ffffffff81227626:       jne     0xffffffff81227db0 <unmap_page_range+0xeb0>
    0.00 :   ffffffff8122762c:       testq   $-0x61, %r12
    0.00 :   ffffffff81227633:       je      0xffffffff81227679 <unmap_page_range+0x779>
    0.00 :   ffffffff81227635:       testb   $0x4, %al
    0.00 :   ffffffff81227637:       jne     0xffffffff81227dbd <unmap_page_range+0xebd>
    0.00 :   ffffffff8122763d:       testb   $0x8, %al
    0.00 :   ffffffff8122763f:       movq    %r12, %rdx
    0.00 :   ffffffff81227642:       je      0xffffffff81227652 <unmap_page_range+0x752>
    0.00 :   ffffffff81227644:       testb   $0x4, %r12b
    0.00 :   ffffffff81227648:       je      0xffffffff81227fae <unmap_page_range+0x10ae>
    0.00 :   ffffffff8122764e:       andq    $-0xd, %rdx
    0.00 :   ffffffff81227652:       movq    %rdx, %rax
    0.00 :   ffffffff81227655:       shrq    $0x3b, %rdx
    0.00 :   ffffffff81227659:       notq    %rax
    0.00 :   ffffffff8122765c:       shlq    $0x3a, %rdx
    0.00 :   ffffffff81227660:       shlq    $0x5, %rax
    0.00 :   ffffffff81227664:       shrq    $0xe, %rax
    0.00 :   ffffffff81227668:       orq     %rdx, %rax
    0.00 :   ffffffff8122766b:       shrq    $0x3a, %rdx
    0.00 :   ffffffff8122766f:       cmpq    $0x1f, %rdx
    0.00 :   ffffffff81227673:       je      0xffffffff81227ef3 <unmap_page_range+0xff3>
    0.00 :   ffffffff81227679:       testq   %rbx, %rbx
    0.00 :   ffffffff8122767c:       je      0xffffffff8122777d <unmap_page_range+0x87d>
    0.00 :   ffffffff81227682:       movq    0x8(%rbx), %rax
    0.00 :   ffffffff81227686:       testb   $0x1, %al
    0.00 :   ffffffff81227688:       jne     0xffffffff81227baa <unmap_page_range+0xcaa>
    0.00 :   ffffffff8122768e:       nopl    (%rax,%rax)
    0.00 :   ffffffff81227693:       movq    %rbx, %rax
    0.00 :   ffffffff81227696:       testb   $0x1, 0x18(%rax)
    0.00 :   ffffffff8122769a:       jne     0xffffffff812277a7 <unmap_page_range+0x8a7>
    0.00 :   ffffffff812276a0:       movabsq $-0xffffffffff001, %rdx # imm = 0xFFF0000000000FFF
    0.00 :   ffffffff812276aa:       xorl    %ecx, %ecx
    0.00 :   ffffffff812276ac:       movq    %rbx, %rax
    0.00 :   ffffffff812276af:       andq    %r12, %rdx
    0.00 :   ffffffff812276b2:       testb   $0x40, %dl
    0.00 :   ffffffff812276b5:       jne     0xffffffff81227b6d <unmap_page_range+0xc6d>
    0.00 :   ffffffff812276bb:       andl    $0x20, %edx
    0.00 :   ffffffff812276be:       je      0xffffffff81227709 <unmap_page_range+0x809>
    0.00 :   ffffffff812276c0:       movq    -0x48(%rbp), %rdi
    0.00 :   ffffffff812276c4:       testq   $0x18000, 0x10(%rdi) # imm = 0x18000
    0.00 :   ffffffff812276cc:       jne     0xffffffff81227709 <unmap_page_range+0x809>
    0.00 :   ffffffff812276ce:       movq    0x48(%rdi), %rdx
    0.00 :   ffffffff812276d2:       testq   %rdx, %rdx
    0.00 :   ffffffff812276d5:       je      0xffffffff812276dd <unmap_page_range+0x7dd>
    0.00 :   ffffffff812276d7:       testb   $-0x80, 0x5a(%rdx)
    0.00 :   ffffffff812276db:       jne     0xffffffff81227709 <unmap_page_range+0x809>
    0.00 :   ffffffff812276dd:       movq    %rbx, %rdi
    0.00 :   ffffffff812276e0:       movq    %r9, -0x98(%rbp)
    0.00 :   ffffffff812276e7:       movq    %r8, -0x70(%rbp)
    0.00 :   ffffffff812276eb:       movq    %rax, -0x60(%rbp)
    0.00 :   ffffffff812276ef:       movl    %ecx, -0x58(%rbp)
    0.00 :   ffffffff812276f2:       callq   0xffffffff811f7a50 <mark_page_accessed>
    0.00 :   ffffffff812276f7:       movl    -0x58(%rbp), %ecx
    0.00 :   ffffffff812276fa:       movq    -0x60(%rbp), %rax
    0.00 :   ffffffff812276fe:       movq    -0x70(%rbp), %r8
    0.00 :   ffffffff81227702:       movq    -0x98(%rbp), %r9
    0.00 :   ffffffff81227709:       movq    0x8(%rbx), %rdx
    0.00 :   ffffffff8122770d:       testb   $0x1, %dl
    0.00 :   ffffffff81227710:       leaq    -0x1(%rdx), %rsi
    0.00 :   ffffffff81227714:       jne     0xffffffff8122771e <unmap_page_range+0x81e>
    0.00 :   ffffffff81227716:       nopl    (%rax,%rax)
    0.00 :   ffffffff8122771b:       movq    %rbx, %rsi
    0.00 :   ffffffff8122771e:       testb   $0x1, 0x18(%rsi)
    0.00 :   ffffffff81227722:       movl    $0x1, %edx
    0.00 :   ffffffff81227727:       jne     0xffffffff8122774e <unmap_page_range+0x84e>
    0.00 :   ffffffff81227729:       movq    0x8(%rbx), %rdx
    0.00 :   ffffffff8122772d:       testb   $0x1, %dl
    0.00 :   ffffffff81227730:       jne     0xffffffff81227d2b <unmap_page_range+0xe2b>
    0.00 :   ffffffff81227736:       nopl    (%rax,%rax)
    0.00 :   ffffffff8122773b:       movq    %rbx, %rdx
    0.00 :   ffffffff8122773e:       movq    (%rdx), %rdx
    0.00 :   ffffffff81227741:       shrq    $0x13, %rdx
    0.00 :   ffffffff81227745:       shll    $0x1f, %edx
    0.00 :   ffffffff81227748:       sarl    $0x1f, %edx
    0.00 :   ffffffff8122774b:       andl    $0x3, %edx
    0.00 :   ffffffff8122774e:       movslq  %edx, %rdx
    0.00 :   ffffffff81227751:       decl    -0x40(%rbp,%rdx,4)
    0.00 :   ffffffff81227755:       testl   %ecx, %ecx
    0.00 :   ffffffff81227757:       je      0xffffffff812278fb <unmap_page_range+0x9fb>
    0.00 :   ffffffff8122775d:       movl    $0x1000, %edx   # imm = 0x1000
    0.00 :   ffffffff81227762:       movq    %rax, %rsi
    0.00 :   ffffffff81227765:       movq    %r13, %rdi
    0.00 :   ffffffff81227768:       movq    %r9, -0x58(%rbp)
    0.00 :   ffffffff8122776c:       callq   0xffffffff81239800 <__tlb_remove_page_size>
    0.00 :   ffffffff81227771:       testb   %al, %al
    0.00 :   ffffffff81227773:       movq    -0x58(%rbp), %r9
    0.00 :   ffffffff81227777:       jne     0xffffffff81227bb2 <unmap_page_range+0xcb2>
    0.00 :   ffffffff8122777d:       movq    %r14, %r8
    0.00 :   ffffffff81227780:       jmp     0xffffffff8122744a <unmap_page_range+0x54a>
    0.00 :   ffffffff81227785:       movl    0x1141d09(%rip), %edx # 0xffffffff82369494 <percpu_counter_batch>
    0.00 :   ffffffff8122778b:       movq    %r12, %rdi
    0.00 :   ffffffff8122778e:       callq   0xffffffff815e7af0 <percpu_counter_add_batch>
    0.00 :   ffffffff81227793:       leaq    -0x30(%rbp), %r8
    0.00 :   ffffffff81227797:       jmp     0xffffffff812274a7 <unmap_page_range+0x5a7>
    0.00 :   ffffffff8122779c:       xorl    %r12d, %r12d
    0.00 :   ffffffff8122779f:       xchgq   %r12, (%r15)
    0.00 :   ffffffff812277a2:       jmp     0xffffffff812275b8 <unmap_page_range+0x6b8>
    0.00 :   ffffffff812277a7:       movq    %rbx, %rax
    0.00 :   ffffffff812277aa:       xorl    %ecx, %ecx
    0.00 :   ffffffff812277ac:       jmp     0xffffffff81227709 <unmap_page_range+0x809>
    0.00 :   ffffffff812277b1:       testl   $0xfff, %ebx    # imm = 0xFFF
    0.00 :   ffffffff812277b7:       movq    %rbx, %rax
    0.00 :   ffffffff812277ba:       jne     0xffffffff81227696 <unmap_page_range+0x796>
    0.00 :   ffffffff812277c0:       movq    (%rbx), %rdx
    0.00 :   ffffffff812277c3:       testl   $0x10000, %edx  # imm = 0x10000
    0.00 :   ffffffff812277c9:       je      0xffffffff81227696 <unmap_page_range+0x796>
    0.00 :   ffffffff812277cf:       movq    0x48(%rbx), %rdx
    0.00 :   ffffffff812277d3:       leaq    -0x1(%rdx), %rax
    0.00 :   ffffffff812277d7:       andl    $0x1, %edx
    0.00 :   ffffffff812277da:       cmoveq  %rbx, %rax
    0.00 :   ffffffff812277de:       jmp     0xffffffff81227696 <unmap_page_range+0x796>
    0.00 :   ffffffff812277e3:       testl   $0xfff, %ebx    # imm = 0xFFF
    0.00 :   ffffffff812277e9:       movq    %rbx, %rsi
    0.00 :   ffffffff812277ec:       jne     0xffffffff8122771e <unmap_page_range+0x81e>
    0.00 :   ffffffff812277f2:       movq    (%rbx), %rdx
    0.00 :   ffffffff812277f5:       testl   $0x10000, %edx  # imm = 0x10000
    0.00 :   ffffffff812277fb:       je      0xffffffff8122771e <unmap_page_range+0x81e>
    0.00 :   ffffffff81227801:       movq    0x48(%rbx), %rsi
    0.00 :   ffffffff81227805:       leaq    -0x1(%rsi), %rdx
    0.00 :   ffffffff81227809:       andl    $0x1, %esi
    0.00 :   ffffffff8122780c:       movq    %rdx, %rsi
    0.00 :   ffffffff8122780f:       cmoveq  %rbx, %rsi
    0.00 :   ffffffff81227813:       jmp     0xffffffff8122771e <unmap_page_range+0x81e>
    0.00 :   ffffffff81227818:       xorl    %eax, %eax
    0.00 :   ffffffff8122781a:       addq    %rax, %rdx
    0.00 :   ffffffff8122781d:       movabsq $0xffffffffff000, %rax # imm = 0xFFFFFFFFFF000
    0.00 :   ffffffff81227827:       jmp     0xffffffff8122730c <unmap_page_range+0x40c>
    0.00 :   ffffffff8122782c:       movabsq $0x3ffffffff, %rdx # imm = 0x3FFFFFFFF
    0.00 :   ffffffff81227836:       andq    %r14, %rdx
    0.00 :   ffffffff81227839:       shlq    $0x6, %rdx
    0.00 :   ffffffff8122783d:       addq    0xefa9a4(%rip), %rdx # 0xffffffff821221e8 <vmemmap_base>
    0.00 :   ffffffff81227844:       movq    0x8(%rdx), %rax
    0.00 :   ffffffff81227848:       movq    %rdx, %rdi
    0.00 :   ffffffff8122784b:       testb   $0x1, %al
    0.00 :   ffffffff8122784d:       jne     0xffffffff81227f07 <unmap_page_range+0x1007>
    0.00 :   ffffffff81227853:       nopl    (%rax,%rax)
    0.00 :   ffffffff81227858:       movq    %rdx, %rax
    0.00 :   ffffffff8122785b:       movq    (%rax), %rax
    0.00 :   ffffffff8122785e:       testb   $0x1, %al
    0.00 :   ffffffff81227860:       je      0xffffffff81227e4e <unmap_page_range+0xf4e>
    0.00 :   ffffffff81227866:       testq   %r9, %r9
    0.00 :   ffffffff81227869:       je      0xffffffff81227b0f <unmap_page_range+0xc0f>
    0.00 :   ffffffff8122786f:       cmpb    $0x0, 0x8(%r9)
    0.00 :   ffffffff81227874:       jne     0xffffffff81227b0f <unmap_page_range+0xc0f>
    0.00 :   ffffffff8122787a:       testq   %rdx, %rdx
    0.00 :   ffffffff8122787d:       je      0xffffffff81227b0f <unmap_page_range+0xc0f>
    0.00 :   ffffffff81227883:       movq    0x8(%rdx), %rax
    0.00 :   ffffffff81227887:       testb   $0x1, %al
    0.00 :   ffffffff81227889:       leaq    -0x1(%rax), %rsi
    0.00 :   ffffffff8122788d:       jne     0xffffffff81227897 <unmap_page_range+0x997>
    0.00 :   ffffffff8122788f:       nopl    (%rax,%rax)
    0.00 :   ffffffff81227894:       movq    %rdx, %rsi
    0.00 :   ffffffff81227897:       testb   $0x1, 0x18(%rsi)
    0.00 :   ffffffff8122789b:       leaq    0x1000(%r8), %rax
    0.00 :   ffffffff812278a2:       movq    %rax, %r8
    0.00 :   ffffffff812278a5:       jne     0xffffffff8122744a <unmap_page_range+0x54a>
    0.00 :   ffffffff812278ab:       movq    0x8(%rdx), %rsi
    0.00 :   ffffffff812278af:       testb   $0x1, %sil
    0.00 :   ffffffff812278b3:       jne     0xffffffff81227b24 <unmap_page_range+0xc24>
    0.00 :   ffffffff812278b9:       nopl    (%rax,%rax)
    0.00 :   ffffffff812278be:       movq    %rdx, %rsi
    0.00 :   ffffffff812278c1:       testb   $0x1, 0x18(%rsi)
    0.00 :   ffffffff812278c5:       jne     0xffffffff81227b31 <unmap_page_range+0xc31>
    0.00 :   ffffffff812278cb:       movq    0x8(%rdx), %rsi
    0.00 :   ffffffff812278cf:       testb   $0x1, %sil
    0.00 :   ffffffff812278d3:       jne     0xffffffff81227e96 <unmap_page_range+0xf96>
    0.00 :   ffffffff812278d9:       nopl    (%rax,%rax)
    0.00 :   ffffffff812278de:       movq    (%rdi), %rdx
    0.00 :   ffffffff812278e1:       testl   $0x80000, %edx  # imm = 0x80000
    0.00 :   ffffffff812278e7:       movl    $0x3, %edx
    0.00 :   ffffffff812278ec:       cmovnel %edx, %ecx
    0.00 :   ffffffff812278ef:       movslq  %ecx, %rcx
    0.00 :   ffffffff812278f2:       decl    -0x40(%rbp,%rcx,4)
    0.00 :   ffffffff812278f6:       jmp     0xffffffff8122740b <unmap_page_range+0x50b>
    0.00 :   ffffffff812278fb:       movq    -0x48(%rbp), %rsi
    0.00 :   ffffffff812278ff:       xorl    %edx, %edx
    0.00 :   ffffffff81227901:       movq    %rbx, %rdi
    0.00 :   ffffffff81227904:       movq    %r9, -0x70(%rbp)
    0.00 :   ffffffff81227908:       movq    %r8, -0x60(%rbp)
    0.00 :   ffffffff8122790c:       movq    %rax, -0x58(%rbp)
    0.00 :   ffffffff81227910:       callq   0xffffffff81241990 <page_remove_rmap>
    0.00 :   ffffffff81227915:       movl    0x30(%rbx), %edx
    0.00 :   ffffffff81227918:       movq    (%rbx), %rcx
    0.00 :   ffffffff8122791b:       movq    -0x58(%rbp), %rax
    0.00 :   ffffffff8122791f:       movq    -0x60(%rbp), %r8
    0.00 :   ffffffff81227923:       movq    -0x70(%rbp), %r9
    0.00 :   ffffffff81227927:       testl   $0x10000, %ecx  # imm = 0x10000
    0.00 :   ffffffff8122792d:       jne     0xffffffff81227995 <unmap_page_range+0xa95>
